title,heading,content,tokens,summary
Forecast Performance Metrics,Assumptions,"The Performance Analyzer generates forecasts based on the following assumptions:
- For service-based applications, the overhead of non-I/O operations (CPU-bound operations) is negligible compared to API calls to connectors. 
- The service under evaluation is deployed with sufficient resources and therefore is not a bottleneck.
- Sufficient historical data is available for each service operation or API for the AI models to derive an accurate estimation.",87,"Title: Forecast Performance Metrics
Heading: Assumptions
Keywords: Performance Analyzer, forecast, non-I/O operations, API calls, connectors, service, resources, historical data, AI models.

This text discusses the Performance Analyzer which is a tool used to generate forecasts. It assumes that non-I/O operations have minimal impact on service-based applications compared to API calls and connectors, that the service has enough resources to avoid being a bottleneck, and that there is sufficient historical data for AI models to generate an accurate estimation."
Policies,Policies,"Policies are units of business logic that a user can apply to slightly change the  `Request`, `Response`, or `Error` flow of an API invocation before reaching the backend or the client. For example, you can modify the response of an API invocation by adding a policy to the Response flow to transform the payload from JSON to  XML and to add a header in the response. 
Choreo includes a default set of policies covering most of the common use cases. You can attach one or more policies to the component implementation easily through the Choreo Console. Furthermore, you can attach multiple policies, swap, and rearrange them conveniently.
In Choreo, once you attach a mediation policy to a proxy, the deployment, internally, is a two-step process.
1. Deployment initiation.If the component to which you attached the mediation policy is new, the system creates and commits a new repository with the mediation service code based on the attached policies. This new service is referred to as the interceptor application. 
2. Deploying the API. Once the deployment initiation is complete, you can provide any configurations required and proceed to deploy. In this step, Choreo builds the generated interceptor application and pushes the Docker image to the Docker registry. Finally, Choreo deploys the interceptor application with the mediation service and the API Proxy.
 Depending on the flow to which the mediation policy is attached, the API invocation will undergo the respective behavioral modification as follows: 
 - In the request path, the requests that pass through the gateway reach the relevant component, and Choreo executes any attached policies to the resource's request path before sending it to the backend. 
- In the response path, the response messages from the backend are first received by the interceptor component, and Choreo executes any mediation policies attached to the `Response` flow or the `Error` flow. Then the response is forwarded to the client.
- In the event an error occurrs during the execution of policies or due to an internal error, the `Error` flow is executed and an error response is sent to the client.",440,"Title: Policies
Heading: Policies
Keywords: policies, request, response, error, flow, JSON, XML, header, component, deployment, initiation, configurations, interceptor application, gateway, backend, Docker registry, client. 

Summary: Policies are units of business logic that can modify the behavior of an API invocation before it reaches the backend or the client. Choreo includes a set of default policies which can be attached to the component implementation. Deployment of the API requires a two-step process, where the interceptor application is created, configurations are provided, and the Docker image is pushed to the Docker registry. Depending on the flow, the API will be modified by the policies in the request, response, or error flow."
Policies,Monitoring and troubleshooting the deployment,"You can check logs at each stage of the deployment in the console that opens on the right of the page. To open this console, click on a build from the **Build and Deployment History** in the **Build Area**.

#### Code Generation
This is the stage where the interceptor application is generated based on the mediation policies. In this stage, if there are any errors, the user can view them in the console. If the error is due to a user error, for example, an error related to the API definition, etc., based on the logs the user can fix the issue and retrigger a build.

#### Build
The build stage builds the interceptor application as a Docker image and deploys it in the respective environment. For logs related to the build, you can refer build logs of both Ballerina and Docker. 
Any errors that occur in this stage are not due to user error. If an error occurs, you need to retry the deployment.",204,"Title: Policies
Heading: Monitoring and troubleshooting the deployment
Keywords: Build Area, Build and Deployment History, Code Generation, Docker image, Mediation Policies, API Definition, User Error, Build Logs, Deployment, Ballerina.

Summary: The Build Area contains the Build and Deployment History, which allows the user to open the console to view logs at each stage of deployment. Code Generation is the first stage, where the interceptor application is generated based on the mediation policies, and any errors can be viewed in the console. The Build stage creates a Docker image and deploys it in the respective environment, and errors that occur here are not due to user error and require a retry of the deployment. Build logs for both Ballerina and Docker are available for reference."
Create a Policy,Create a Policy,"You can use policies to enforce some business logic on the Request, Response, or Fault flow of an API invocation. Using policies, you can make API invocations undergo slight behavioral modifications before reaching the backend. Similarly, you can modify the API response that a client receives. In Choreo, you can add an API Policy only to an API Proxy. 
A policy can be implemented as a Ballerina project and attached to an API Proxy. To create a policy, follow the steps given below: ",103,"Title: Create a Policy
Heading: Create a Policy
Keywords: Policies, Business Logic, Request, Response, Fault Flow, API Invocation, Behavioral Modifications, API Policy, API Proxy, Ballerina, Project.

Summary: Policies can be used to control the Request, Response, and Fault flow of an API invocation by introducing slight behavioral modifications. An API Policy can be implemented as a Ballerina project and attached to an API Proxy. To create a policy, one must follow the steps outlined."
Create a Policy,Prerequisites,"1. Set up Ballerina 2201.2.0 or later (https://ballerina.io/learn/install-ballerina/set-up-ballerina/).
2. Open the ~/.ballerina/Settings.toml file and check if you have configured an access token to the Ballerina Central. If an access token is not configured in the file, follow the steps below: 
    1. Generate a token from https://central.ballerina.io/dashboard?tab=token (https://central.ballerina.io/dashboard?tab=token).
    2. Download the generated Settings.toml file and copy it to your local ~/.ballerina directory.
Alternatively, you can set the access token through the **BALLERINA_CENTRAL_ACCESS_TOKEN** environmental variable.
``` 
export BALLERINA_CENTRAL_ACCESS_TOKEN=<access-token> 
```",216,"Title: Create a Policy
Heading: Prerequisites
Keywords: Ballerina, 2201.2.0, Settings.toml, access token, Ballerina Central, BALLERINA_CENTRAL_ACCESS_TOKEN

Summary: This text provides instructions on how to set up Ballerina 2201.2.0 or later. It explains how to configure an access token in the ~/.ballerina/Settings.toml file or through the BALLERINA_CENTRAL_ACCESS_TOKEN environmental variable. To generate the access token, you need to go to https://central.ballerina.io/dashboard?tab=token."
Create a Policy,Initializing a Ballerina project,"A mediation policy is a Ballerina project. You can use the template provided by Choreo to initialize a mediation policy project with all the required configurations.
Let's create a Ballerina project for the mediation policy using the **mediation.template** as the project template by issuing the following command:  
**Format:**

    ```
       bal new -t choreo/mediation.template:1.0.0 <policy-name> 
    ```
    
**Example:**

    ```
       bal new -t choreo/mediation.template:1.0.0 validateHeader 
    ```
 The Ballerina project you generated above has the following content: 
You can modify the `Ballerina.toml` and the `Package.md` files of the generated project as required. For example, you can update the **org**, the **package**, the package **version**, API documentation content, **keywords**, etc.",237,"Title: Create a Policy
Heading: Initializing a Ballerina project
Keywords: Ballerina project, mediation policy, mediation.template, Ballerina.toml, Package.md, org, package, version, API documentation, keywords.

Summary: This text explains how to create a Ballerina project for a mediation policy using a provided template. The generated project contains a Ballerina.toml and Package.md file that can be modified with various details, such as the org, package, version, API documentation content, and keywords."
Create a Policy,Implement the policy,"Let's implement a policy to validate an incoming header in the request and the response as follows:
- **Request path**: If the request header is not present or if the validation fails, let's log an error and return a 403 Bad Request response to the client.
- **Response path**: Let's log a message to indicate whether the request is valid or not.
To implement the policy, open the the `Policy.bal` file in the Ballerina project and fill in/modify the generated policy stubs(i.e., request, response, or fault).

### Best practices 
The following are some best practices and additional information you can refer to when implementing your policy:
- Organize the source within the default module of the package. Do not add any additional modules.
- A policy implementation can contain any combination of flows. A generated project contains stubs for all three flows: `Request`, `Response`, and `Fault`. You can remove any stub that you do not require. For example, when you create a policy that re-writes the resource paths, you can remove the `Response` and `fault` stubs. 
- The HTTP request/response objects and the context record that gets passed as parameters to the policy functions are passed as references. Therefore, the changes you make to these values are persisted and are passed through all other policies. The request and the response accumulate all the transformations done to them via the attached policies.
- The following return types of the policy functions(flows) is unmodifiable:
    - **http:Response** - Returns an HTTP response when you terminate the mediation flow prematurely. For example,  in the in-flow sequence, the mediation sequence terminates before calling the backend. The mediation policy then sends an HTTP response to the client.
    - **false** - Returns `false` if you want to terminate the mediation sequence with a pre-defined response(on the Choreo side).
    - **error** - Returns an error if you want to terminate the mediation flow and transfer control to the fault flow. The fault flow would then construct an error response and send it to the client.
    - **()** - Returns () to signal the successful completion of the policy. Once the proxy has completed executing the policy, it starts to execute the next policy in the sequence.",500,"Title: Create a Policy
Heading: Implement the policy
Keywords: policy, request path, response path, best practices, HTTP request/response objects, context record, return types, mediation sequence, fault flow

Summary: This text provides guidance on how to implement a policy to validate an incoming header in the request and the response. Best practices and additional information are provided, such as organizing the source within the default module of the package, and return types of the policy functions. The HTTP request/response objects and the context record are passed as references, and the fault flow constructs an error response in case of an error."
Create a Policy,Publish the policy,"You can publish mediation policies to Ballerina Central. When you deploy the API after attaching policies, Choreo pulls these packages from Ballerina Central and bundles them into the interceptor application under the hood. To use policies in your APIs, publish them as public packages following the steps given below:
1. Package the policy before publishing it to Ballerina Central by issuing the following command:
    ``` 
        bal pack 
    ```
2. Publish the package to Ballerina Central by issuing the following command:
    ``` 
        bal push 
    ```
Once you publish the package, it will be listed in the policy list in the Choreo Console.",169,"Title: Create a Policy
Heading: Publish the policy
Keywords: publish, mediation policies, Ballerina Central, deploy, API, attach policies, Choreo, bundles, interceptor application, public packages, bal pack, bal push.

Summary: This text provides instructions on how to publish mediation policies to Ballerina Central in order to use them in APIs. The steps involve packaging the policy and then publishing it to Ballerina Central using the commands ""bal pack"" and ""bal push"" respectively. Once the package is published, it will be listed in the policy list in the Choreo Console."
Create a Policy,Write unit tests,"Writing unit tests to test policy functions is similar to writing unit tests for a regular Ballerina function (https://ballerina.io/learn/test-ballerina-code/test-a-simple-function/). 
The policy function modifies the same request/response/context instance that you pass to it. Check the request/response/context instance after calling the policy function to verify these changes.",87,"Title: Create a Policy
Heading: Write unit tests
Keywords: unit tests, policy functions, Ballerina, request/response/context instance 

Summary: Unit tests for policy functions in Ballerina are similar to unit tests for regular functions, but the policy function modifies the request/response/context instance that is passed to it. To verify the changes, the instance should be checked after calling the policy function."
Create a Policy,Policy name and description,The `Package.md` file contains information about the policy. Choreo uses this information to render the policy configuring UI. This file is written in Markdown format.,36,"Title: Create a Policy
Heading: Policy name and description
Keywords: Package.md, Policy, Choreo, Render, UI, Markdown format.

This text describes the `Package.md` file which contains information about a policy. Choreo uses this information to render a policy configuring user interface, which is written in Markdown format."
Create a Policy,Policy versioning,"Choreo or mediation dependencies bump their major version when switching to a major update in the language (For example, from update 1 to update 2). There can be significant incompatibilities in these major versions. Therefore, we recommended versioning the policy package in a manner that the major version gets bumped when upgrading the Choreo/mediation dependency version to a major version.",76,"Title: Create a Policy
Heading: Policy versioning
Keywords: Choreo, Mediation, Dependencies, Major Version, Language, Update, Incompatibilities, Versioning, Policy Package, Upgrade

Summary: When updating to a new major version of a language, the Choreo or mediation dependencies must also be updated to a new major version, or else there may be significant incompatibilities. To avoid any issues, it is recommended to version the policy package in a way that the major version is bumped when the Choreo/mediation dependency is upgraded to a major version."
Attach a Policy,Attach a Policy,"You can attach a policy to the `Request`, `Response`, or `Error` flow of the  REST API Proxy as follows:
1. Sign in to the Choreo Console at https://console.choreo.dev.
2. From the component list, select and click on the REST API Proxy component to which you want to attach the policy(s).
3. In the left navigation menu, click **Develop**  and then click **Policies**.
4. From the list of resources, expand the resource to which you want to attach the policy(s). 
5. Click **Attach Policy** for the relevant flow (i.e., `Request`, `Response`, or `Error`) to which you want to attach the policy.
6. From the **Policy List** panel on the right-hand side, select the policy you want to apply and click **Add**.
7. Click **Save**.",199,"Title: Attach a Policy
Heading: Attach a Policy
Keywords: Choreo Console, REST API Proxy, Develop, Policies, Request, Response, Error, Attach Policy, Policy List, Add, Save.

Summary: To attach a policy to the `Request`, `Response`, or `Error` flow of the REST API Proxy, users need to sign in to the Choreo Console, select and click on the REST API Proxy component, click **Develop** and then **Policies**, expand the resource, click **Attach Policy** for the relevant flow, select the policy from the **Policy List** panel, click **Add**, and then click **Save**."
Attach a Policy,Configuring the policy to accept environment-specific parameters,"You can use policies that enable users to enter custom parameters and values. For example, Add Header policy requires the user to enter a header name and value when deploying the REST API Proxy. These parameters can be static values or environment-specific values. 
To add environment-specific values and policy parameters, follow the steps given below::
1. Sign in to the Choreo Console at https://console.choreo.dev.
2. From the component list, select and click on the REST API Proxy component to which you want to attach policies.
3. In the left navigation menu, click **Develop**  and then click **Policies**.
4. From the list of resources, expand the resource to which you want to attach the policy(s).
5. Click **Attach Policy** for the relevant flow (i.e., `Request`, `Response`, or `Error`) to which you want to attach the policy.
6. Add a policy that enables you to accept custom parameters and values from users. For example, the **Add Header** policy. 
8. Enter values for the required policy parameters when prompted. If you want to make a parameter a configurable variable, enter the value in `${<variableName>}` format. For example, `${name}`.
9. Click **Add** and then click **Save**.
10. To deploy the component, from the left navigation menu, click **Deploy** and then click **Config & Deploy**. When the interceptor application generation step is complete, you can provide the configurations. 
11. When prompted, provide the value and click **Save & Deploy**.",348,"Title: Attach a Policy
Heading: Configuring the policy to accept environment-specific parameters
Keywords: Policies, Custom Parameters, Values, Choreo Console, REST API Proxy, Attach Policy, Add Header, Interceptor Application, Deploy.

Summary: Policies can be used to enable users to enter custom parameters and values when deploying a REST API Proxy. To do this, users must sign in to the Choreo Console, select the REST API Proxy component, attach the policy, and enter values for the required parameters. An example of such a policy is the Add Header policy. After providing the configurations, the interceptor application can be generated and deployed."
Manage Connectors,Manage Connectors,"A connector in Choreo is a component you or another party have:
1. Designed and developed in Choreo.
2. Exposed as an API in Choreo. 
3. Published as a connector in the Choreo Marketplace
A connector lets you share your APIs privately or publicly, promoting the reuse of APIs. Developers can use them when they design their components in the low-code view. A connector lets you share your APIs privately or publicly, promoting the reuse of APIs. Developers can use them when they design their components in the low-code view. Choreo allows you to create new connectors and maintain them easily.",134,"Title: Manage Connectors
Heading: Manage Connectors
Keywords: Connector, Choreo, API, Marketplace, Low-Code View, Sharing, Reuse

This text describes how connectors in Choreo can be designed, developed, exposed and published as APIs in the Choreo Marketplace. Developers can use connectors to share their APIs both privately and publicly, promoting reuse and making it easier to design components in the low-code view. Choreo also provides tools for creating and maintaining connectors."
Manage Connectors,Use a connector in your component design,"When you design your components in the low-code view, you can search and add the connectors displayed in the Marketplace as follows:
1. Open the component you are designing in the Web Editor and add a connector.
2. Search for the connector you need to add (e.g., World Bank), and click on it to add it.
If the connector is not available by default, you need to visit the vendor portal, make a payment or provide your Freemium account details if required, and access the required authorization tokens beforehand.
e.g., If you need to use the Azure SQL DB connector, create an Azure account and obtain an authorization token.",136,"Title: Manage Connectors
Heading: Use a connector in your component design
Keywords: design, low-code view, Marketplace, connector, Web Editor, search, World Bank, vendor portal, payment, Freemium, authorization token, Azure SQL DB, Azure account.

Summary: When designing components in a low-code view, users can search and add connectors displayed in the Marketplace by opening the component in the Web Editor, searching for the desired connector, and clicking to add it. If the connector is not available by default, users need to visit the vendor portal, make a payment or provide their Freemium account details if required, and obtain authorization tokens beforehand. For example, if using the Azure SQL DB connector, users need to create an Azure account and get an authorization token."
Manage Connectors,Update a private connector,"To update a private connector, you can republish the same connector version as follows:
1. Sign in to the Choreo Console at https://console.choreo.dev.
2. Navigate to your component and click  **Manage**.
3. Click **Lifecycle** from the left pane.
4. Click **Republish Connector**.",82,"Title: Manage Connectors
Heading: Update a private connector
Keywords: Update, Private Connector, Choreo Console, Manage, Lifecycle, Republish Connector 

This text provides instructions on how to update a private connector by republishing the same connector version. The process begins by signing in to the Choreo Console at https://console.choreo.dev, navigating to the component, clicking ""Manage"", selecting ""Lifecycle"" from the left pane, and finally clicking ""Republish Connector""."
Manage Connectors,Update a public connector,"Public connectors are immutable. Therefore, we cannot modify and republish the already published connector version. You have to create a new component version to be able to publish a new connector version from it as follows:
1. Create a new GitHub branch for the new connector patch version in your GitHub repository. If you are using a Choreo-managed repo, follow the steps below:
    1.  Sign in to the Choreo Console at https://console.choreo.dev. 
    2. Navigate to your component and click **Overview** from the left pane. 
    3. Click the **Edit Code** button and navigate to the Web Editor to create a new branch through the terminal using the following commands: 
        ```
            git checkout -b <branch-name>
            git push origin <branch-name>
        ```
2. On the Choreo console, click **Deploy** on the left pane. 
3. Expand the **API version** dropdown and click **+ Create New**. 
4. Select the branch you created in step 1 as the **Associated Branch** and provide a new version, for example, 1.0.x. Click **Create** to create a new patch version of the component.
4. Continue to deploy the component by clicking **Deploy** on the **Build Area** pane.
5. Click **Manage** on the left pane.
6. Click **Lifecycle** on the left pane. 
7. Select the new version from the **API Version** drop-down.
8. Publish the API as a new connector.
9. Select the old API version from the **API Version** drop-down.
10. Click **Deprecate** and deprecate the previous API version.",423,"Title: Manage Connectors
Heading: Update a public connector
Keywords: Public Connectors, Immutable, Modify, Republish, Create, GitHub Branch, Choreo Console, API Version, Deploy, Manage, Lifecycle, Deprecate

This text describes the steps to create and publish a new connector version from an already published connector version. The process involves creating a new GitHub branch and deploying a new API version on the Choreo Console. The old API version must then be deprecated in order to publish the new connector version."
Deploy Your Component,Deploy Your Component,"Deploying your component on Choreo makes it invocable. Once you have designed, tested, and committed the REST API, you can deploy it.
To deploy a component, follow the steps below:
1. Click the **Deploy** icon. 
2. **Automatic Deployment** is enabled by default. If you want do not want Choreo to automatically deploy the component after each commit that edits its implementation, you can disable automatic deployment,
3. Then in the **Build Area** card, click **Deploy Manually**.
    !!! info
        Choreo requires you to perform the first deployment of each component manually so that you can provide values for any configurable variables that the implementation may include.
2. You can view the progress of the deployment from the console.
Once you deploy the component, the **Development** card indicates that it is active.
Now you can test your deployed component to check if it is working as expected.",211,"Title: Deploy Your Component
Heading: Deploy Your Component
Keywords: Deploy, Component, Choreo, Automatic Deployment, Build Area, Development, Test.

Summary: This text explains a process of deploying a component on Choreo, which can be done by clicking the ""Deploy"" icon, enabling Automatic Deployment (optional) and deploying manually from the Build Area card. After deployment, the component can be tested to check if it is working as expected."
Deploy a Containerized Choreo Component,Deploy a Containerized Choreo Component,"Choreo allows you to deploy an application written in a wide range of language frameworks (for example, Java, Go, Nodejs, Python, PHP, etc.) on shared or private data planes when you create any of the following components:
- REST APIs
- Scheduled tasks
- Manual triggers
This guide walks you through the steps to deploy a sample containerized REST API component in Choreo.",84,"Title: Deploy a Containerized Choreo Component
Heading: Deploy a Containerized Choreo Component
Keywords: Choreo, Deploy, Application, Language Frameworks, REST APIs, Scheduled Tasks, Manual Triggers.

Summary: Choreo is a tool which allows users to deploy an application written in a variety of language frameworks such as Java, Go, Nodejs, Python and PHP, on either shared or private data planes. This guide provides instructions on how to deploy a sample containerized REST API component in Choreo, as well as scheduled tasks and manual triggers."
Deploy a Containerized Choreo Component,Prerequisites,"To deploy a containerized component, you need a GitHub account with a repository that contains a Dockerfile. For this tutorial, you can fork and use the choreo-sample-apps repository (https://github.com/wso2/choreo-sample-apps).
The **Choreo GitHub App** requires the following permission:
 - Read access to issues and metadata
 - Read and write access to code, pull requests, and repository hooks
You can revoke access (https://docs.github.com/en/authentication/keeping-your-account-and-data-secure/reviewing-your-authorized-integrations#reviewing-your-authorized-github-apps) if you do not want Choreo to have access to your GitHub account. Choreo needs write access only to send pull requests to a user repository. Choreo does not directly push any changes to a repository.",191,"Title: Deploy a Containerized Choreo Component
Heading: Prerequisites
Keywords: GitHub, account, repository, Dockerfile, Choreo GitHub App, permission, access, revoke, write, pull requests, repository hooks.

This text provides instructions on how to deploy a containerized component, which includes creating a GitHub account with a repository containing a Dockerfile. It also provides information on the Choreo GitHub App and the permissions it requires to access the account, such as read and write access to code and pull requests. Lastly, it explains how users can revoke access if they no longer want Choreo to have access to their account."
Deploy a Containerized Choreo Component,Create a component from a Dockerfile,"Let's add a containerized REST API component by following these steps:
1. Sign in to the Choreo Console at https://console.choreo.dev.
2. Create a project to add the REST API component. Connect Your Own GitHub Repository to Choreo tutorial.
3. On the **Components** page, click **Create** on the **REST API** card.
4. Enter a unique name and a description for the API. For this tutorial, let's enter the following values:
**Name**        | `Greetings` 
**Description** | `Sends greetings`
    !!! Info
        Leave the value for the **Access Mode** field unchanged.
        This field allows you to select whether you want the REST API to be publicly accessible or to be accessible only within Choreo. By default, the API is publicly accessible.
    Click **Next**.
6. Click **Authorize with GitHub** to allow the REST API to access your GitHub account. Once you perform the authorization, the **GitHub Account** field in the **Connect Repository** dialog box displays the GitHub account you authorized the REST API to access. 
8. Select the following values to connect the repository.
**GitHub Account** | Your GitHub account. If you want to add another GitHub account, you can expand the list, click **+ Add**, and repeat step 6. |select your GitHub account|
**GitHub Repository**        | You can authorize the REST API to access all the repositories in the selected GitHub account or select one or more repositories that you want to allow the REST API to access. For this tutorial, you can select your fork of the choreo-sample-apps repository |`choreo-sample-apps`
**Branch** |The branch of the repository |`main`
**Build Preset** | Determines the implementation of the component: Ballerina or any other language as a Docker container|`Dockerfile`
**Dockerfile path**|The path to your Dockerfile. This path is defined relative to the repository root.e.g., If the Dockerfile is at the repository root, the value for this field for a mono-repo is `service-one/Dockerfile`.  | `nodejs/rest-api/Dockerfile`
**Docker build Context Path** |The Docker build context path. To include the repository root, leave the default `**.**` value. | `nodejs/rest-api/`
**Port** | The port at which your service is running. | `8080`
**OpenAPI Filepath** | The path to an OpenAPI specification (in yaml/json) relative to the repository root. If you do not specify a path, the system auto-generates a default `allow-all` specification. | `nodejs/rest-api/openapi.yaml`
    !!! Tip 
        - The repository you select will be validated when you run a build for it.
        - If you want to add another GitHub repository from your account, you can expand the list, click **+ Connect More Repositories**, and repeat step 6.
9. Click **Create**.
    The REST API deploy section opens on a separate page.
    - If you click the **Overview** icon, you will see the default OpenAPI specification instead of the specification you specified in the **OpenAPI Filepath** field. This is because you need to build and deploy the REST API to execute the required commands in the Dockerfile that will generate it.
    - To select a specific version of the REST API you want to deploy, click the first card in the **Build Area** section, select the required commit in the **Configure & Deploy** pane, and click **Select**.         
    - If you want to make changes to the build configurations you previously defined, follow these steps: 1. Click the **Build Configurations** card in the **Build Area** section. 2. Make the required changes in the **Build Configurations** pane. 3. Click **Save**.        
    - When you create a Ballerina component, Choreo will allow you to develop it and define variables for which you can provide values when you deploy it. However, when you bring your own non-Ballerina component, the system runs the build via the Dockerfile. If you want to define configurable values before deploying, you can configure them in the DevOps Portal.
You have successfully added a Dockerfile-based REST API component from a Dockerfile. Now let's build and deploy it.",1054,"Title: Deploy a Containerized Choreo Component
Heading: Create a component from a Dockerfile
Keywords: Choreo Console, REST API component, unique name, GitHub account, GitHub Repository, branch, Build Preset, Dockerfile path, Docker build Context Path, OpenAPI Filepath, Configure & Deploy.

This text provides instructions on how to add a containerized REST API component to the Choreo Console. The steps include signing into the Choreo Console, creating a project, entering a unique name and description for the API, authorizing the REST API with a GitHub account, selecting a GitHub account, repository, branch, build preset, Dockerfile path, Docker build context path, OpenAPI filepath, and port. Finally, the user is instructed to build and deploy the component."
Deploy a Containerized Choreo Component,Build and deploy,"To implement the REST API, you need to build and deploy it. When you trigger the build you execute the commands in the selected Dockerfile to apply the required configurations to the REST API.
To build and deploy the REST API, follow these steps:
1. On the **Deploy** page, click **Build and Deploy**.
    !!! note
        Deploying the REST API component may take a while. You can track the progress by observing the logs.
    Once the deployment is complete, the deployment status changes to **Active**. The **Invoke URL** field displays the URL via which you can invoke the REST API.
2. Check the deployment progress by observing the console logs on the right of the page.
    You can access the following scans under **Build**.
     - **The Dockerfile scan**: This scans the Dockerfile for a user ID and fails the build if no user is assigned to the Docker container.
     - **Container (Trivy) vulnerability scan**: This detects vulnerabilities in the Dockerfile-based image and in the third-party packages that the source code uses. If you click **Container (Trivy) vulnerability scan**, the details of the vulnerabilities open in a separate pane. If this scan detects critical vulnerabilities, the build will fail.
        !!! info
            If you want to bypass these vulnerabilities, you need to run Choreo on a private data plane.
You can test, manage, and observe this REST API you created from a Dockerfile the way you would a Ballerina component.",359,"Title: Deploy a Containerized Choreo Component
Heading: Build and deploy
This text provides instructions on how to build and deploy a REST API from a Dockerfile. The process involves triggering the build, executing commands from the Dockerfile, and observing the console logs. Additionally, two scans are available to detect vulnerabilities - the Dockerfile scan and the Container (Trivy) vulnerability scan. If critical vulnerabilities are detected, the build will fail. The REST API can be tested, managed, and observed as a Ballerina component."
Deploy a Containerized Choreo Component,Manage the deployment,"If you want to view Kubernetes-level insights to carry out a more detailed diagnosis of this Dockerfile-based REST API, click **DevOps Portal** in the top menu.",39,"Title: Deploy a Containerized Choreo Component
Heading: Manage the deployment
Keywords: Kubernetes, Dockerfile, REST API, DevOps Portal

Summary: This text is providing instructions on how to access Kubernetes-level insights to diagnose a Dockerfile-based REST API by clicking on the DevOps Portal in the top menu."
Open API Console,Open API Console,"Choreo allows you to test your APIs using the integrated OpenAPI Console, the generated cURL command, or by integrating Postman to Choreo. Once you have created an API and deployed it, it is ready to be tested. ",50,"Title: Open API Console
Heading: Open API Console
Keywords: Choreo, APIs, OpenAPI Console, cURL command, Postman, create, deploy, test

Choreo is a tool that allows users to create, deploy, and test their APIs. It provides three different options for testing, including the integrated OpenAPI Console, the generated cURL command, and the ability to integrate Postman into the process."
Open API Console,Test your REST API,"!!! note
    If you are on the **Deployment** tab, click **Test** in the **Development** card and continue from step 4 onwards. 
1. Sign in to the Choreo Console at https://console.choreo.dev/.
2. In the component list, find the API component that you want to test and click it. 
3. To open the test view, click the **Test** on the left navigation menu.
4. Click **Try it out**.
5. Enter any parameter values if necessary.
6. Click **Execute**.
    You can view the response body under **Responses**.
Congratulations! You have now successfully created and tested a REST API in Choreo!",163,"Title: Open API Console
Heading: Test your REST API
Keywords: Deployment Tab, Development Card, Sign in, Choreo Console, API Component, Test View, Try it Out, Execute, Responses.

Summary: This text explains how to test a REST API in Choreo. First, the user must sign in to the Choreo Console at the given website. Then, the user should find the API component they want to test and click the Test option on the left navigation menu. The user must then click Try it Out and enter any necessary parameter values before executing the test. Finally, the user can view the response under Responses."
cURL,cURL,"Choreo allows you to test your APIs using the integrated OpenAPI Console, the generated cURL command, or by integrating Postman to Choreo. Once you have created an API and deployed it, it is ready to be tested. 
You can follow the steps below to test your REST API using the Choreo-generated cURL command :",73,"Title: cURL
Heading: cURL
Keywords: Choreo, OpenAPI Console, cURL command, Postman, REST API

Choreo is a platform that allows users to test their APIs using several methods, including the integrated OpenAPI Console, the generated cURL command, or integration with Postman. After creating and deploying an API, it can be tested by following the steps outlined in the Choreo-generated cURL command."
cURL,Test your REST API,"!!! note
    If you are on the **Deployment** tab, click **Test** in the **Development** card and continue from step 4 onwards. 
1. Sign in to the Choreo Console at https://console.choreo.dev/).
2. From the components list, find the API component you want to test and click it. 
3. To open the test view, click the **Test** on the left navigation menu and then click **cURL**.
4. Select the method, and configure the parameters, headers, and body required to invoke the API method selected.
6. Copy the cURL command generated under **Command**.
You can use this copied cURL command and test the API method on a cURL client.
Congratulations! You have now successfully created and tested a REST API in Choreo!",182,"Title: cURL
Heading: Test your REST API
Keywords: Deployment, Development, Choreo Console, API component, Test view, cURL, Command, REST API.

This text explains how to test a REST API in Choreo using a cURL client. The steps involve signing in to the Choreo Console, selecting the API component and opening the Test view, configuring the parameters, headers and body required, and copying the generated cURL command. Congratulations when the steps are completed successfully."
Manage,Manage,"Choreo's API Management capabilities allow you to manage your APIs through the Choreo Console. You can manage the lifecycle, consumers, and documents, secure your backends by applying rate-limiting policies through usage plans, define permissions using scopes, configure security, rate-limiting, and visibility settings, and define any properties. ",71,"Title: Manage
Heading: Manage
Keywords: API Management, Choreo Console, Lifecycle, Consumers, Documents, Rate-Limiting Policies, Usage Plans, Scopes, Security, Visibility Settings, Properties.

Summary: Choreo's API Management capabilities provide users with the ability to manage APIs through the Choreo Console. This includes managing the lifecycle, consumers, and documents, securing backends with rate-limiting policies and usage plans, defining permissions using scopes, configuring various security, rate-limiting, and visibility settings, and defining any properties."
Overview,Overview,"The overview of the **Manage** page gives you a bird's eye view of how you currently manage your API component. You can view the lifecycle status of your component, the number of consumers, the security scheme configured, and the usage plan applied to the API. The **Overview** pane also lists the environment(s) of the API.",71,"Title: Overview
Heading: Overview
Keywords: Manage, API component, lifecycle, consumers, security, usage plan, environment.

This text describes the Manage page of an API component, which provides an overview of the component's lifecycle, number of consumers, security scheme and usage plan, as well as any environments associated with the API."
