title,heading,content,source,tokens,id
Create Your First Event-Triggered Integration,Step 3: Test,"To test the component, you must publish messages to a designated topic in your RabbitMQ server.Go to the RabbitMQ Management Console and publish the following message to the SalesOrderQueue topic.
{
  ""Orders"": {
    ""Order"": {
      ""Id"": 1,
      ""Price"": 150
    }
  }
}
Now you are ready to observe the logs and see the message received by the integration component.
Go to the iPaaS profile and click the MQTT listener component you created.
Click Observe on the left navigation, go to the Logs section, and observe the message received by the integration component from the RabbitMQ server. You will see a message similar to the following:
!!! info
It can take a few minutes for messages to appear in the Logs section. To view the latest logs, click Load Latest Logs.
{.cInlineImage-full}
This confirms that the event-triggered integration is functioning as expected.
!!! tip
The Observe view allows you to observe statistics related to your Choreo component. For more information on observing a Choreo component, see the Observability overview.Congratulations! You have successfully created an event-triggered integration in Choreo with an existing integration, deployed the integration component, triggered an event, and tested the component.",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-event-triggered-integration/,297,D161
Deploy a Containerized Choreo Component,Step 2: Build and deploy,"To implement the REST API, you need to build and deploy it. When you trigger the build you execute the commands in the selected Dockerfile to apply the required configurations to the REST API.To build and deploy the REST API, follow these steps:On the Deploy page, click Build and Deploy.
!!! note
Deploying the REST API component may take a while. You can track the progress by observing the logs.
Once the deployment is complete, the deployment status changes to Active. The Invoke URL field displays the URL via which you can invoke the REST API.
Check the deployment progress by observing the console logs on the right of the page.
You can access the following scans under Build.
The Dockerfile scan: This scans the Dockerfile for a user ID and fails the build if no user is assigned to the Docker container.
Container (Trivy) vulnerability scan: This detects vulnerabilities in the Dockerfile-based image and in the third-party packages that the source code uses. If you click Container (Trivy) vulnerability scan, the details of the vulnerabilities open in a separate pane. If this scan detects critical vulnerabilities, the build will fail.
!!! info
If you want to bypass these vulnerabilities, you need to run Choreo on a private data plane.You can test, manage, and observe this REST API you created from a Dockerfile the way you would a Ballerina component.For detailed instructions, see the following sections of the Create Your First REST API tutorial.Step 3: Test
Step 4: Manage",https://wso2.com/choreo/docs/deploy/deploy-a-containerized-choreo-component/,317,D162
Create a Policy,Step 3: Publish the policy,"You can publish mediation policies to Ballerina Central. When you deploy the API after attaching policies, Choreo pulls these packages from Ballerina Central and bundles them into the interceptor application under the hood. ""For more details on building and deploying an interceptor application, see Policies. To use policies in your APIs, publish them as public packages following the steps given below:Package the policy before publishing it to Ballerina Central by issuing the following command:
    bal pack 
Publish the package to Ballerina Central by issuing the following command:
    bal pushOnce you publish the package, it will be listed in the policy list in the Choreo Console as below:{.cInlineImage-small}",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,154,D163
Alerts,Types of alerts - Out-of-memory alert,"If the Kubernetes pod that runs your component goes out of memory, it restarts immediately. However, during that interval, the service becomes unavailable and the requests that it was processing at the time can become erroneous.
Due to this, the out-of-memory error can be very adverse for your component. Therefore, when an out-of-memory error occurs, the admin members of the organization that owns the component receive an alert email similar to the sample given below.{.cInlineImage-full}This email contains details about your component and the number of times this event occurred within the alert monitoring period.
You can check the logs and the memory usage during that time interval by clicking Check in Portal. This takes you to the Observe tab of that particular component. You can also contact WSO2 for support via the Contact us link provided at the bottom of the alert email.
h4 -> Troubleshoot out-of-memory error
When you click Check in Portal, you are redirected to the Observe tab of the component in the Choreo Console.{.cInlineImage-full}The item marked 1 in the above image shows the time bin where the out-of-memory error that occurred is highlighted and the other logs that occurred during that time are displayed within the scrollable Logs column. The column also displays the number of times the log occurred.Item 2 is the one-hour time range around the point of time at which the error occurred (i.e. error time +/- 30mins). In the Diagnostic View tab, this time range is further divided into 5 similar-sized time bins. In this scenario, the size of each bin is 12 minutes. These 12-minute bins are marked 3.{.cInlineImage-half}When you hover over the graph, you can view the memory usage. You can note that it has increased steadily during the time interval and reached the maximum value. This causes the application to log the out-of-memory error and restart.
h4 -> Select a custom time range
If you want to change the automatically selected time interval (i.e., one hour) for debugging purposes, do as follows:Click the drop-down bar for time selection (marked in the image below).
{.cInlineImage-half}
Click Custom.
Specify the time range for which you want to view logs in the Diagnostics View tab by entering the required times in the From and To fields.
Click Apply.For more information on how to use the Observe tab for root cause analysis, see Root Cause Analysis.",https://wso2.com/choreo/docs/alerts/,540,D164
Alerts,Types of alerts - Application error alert,"This alert is triggered when you use the log:printError() function in your component and the component logs an error via that. Such errors indicate that your component is unable to function as designed, and therefore you are notified via email so that you can troubleshoot them. The following is a sample of such a notification email.{.cInlineImage-full}This email provides details about the component. You can click Check in Portal to open the Observe tab in the Choreo Console for this component. You can also get support from WSO2 via the Contact us link provided in the email.
h4 -> Troubleshoot application error
Once you click Check in Portal in the notification email, you are redirected to the Observe tab of the component in the Choreo Console.{.cInlineImage-full}This opens the Throughput and Latency view in which the request that caused the error log is automatically selected (see 1  in the image above). The graphs in this tab display the throughput and latency for this request. The color of the graph indicates whether the request was successfully processed or whether it resulted in an error.In addition, you can observe the following:The error log that triggered the alert mail (marked 2 in the image).
The time range for which the error log applies (marked 3 in the image). However, you can scroll to view more logs that occurred during the time range selected for debugging purposes. This time range is selected via the drop-down field marked 5 in the image. You can update this time range as explained under Select a custom time range.
The status and the latency of the request (marked 4 in the image).",https://wso2.com/choreo/docs/alerts/,346,D165
Create Your First Webhook,Step 5:  Promote,"To promote the webhook to the Production environment, follow these sub-steps:On the Deploy page, click Promote
In the Configure & Deploy pane, leave the default selection (i.e., Use default configuration values) unchanged.
If you have configured any default values for the configurable variables, selecting Use default configuration values allows you to proceed with those values.
However, you did not configure any default values for configurable variables in this tutorial. Therefore, you need to enter new values.
To enter values for configurable variables, click Next.
In the toEmail field, enter the email address to which you want the webhook to send the notification emails.
In the webhookSecret field, enter any value.
!!! note
You must save this value for later use.
Click Promote in the pane.
Once the system completes the promoting process, the Production card displays the deployment status as Active.
{.cInlineImage-threeQuarter}",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-webhook/,203,D166
Quick Start Guide,Step 1: Create and publish a REST API - Step 1.1: Create the REST API,"Let's create your first REST API.On the Home page, click on the project you created.
Click Create in the  REST API card.
Enter a unique name and a description for the API. For example, you can enter the name and the description given below:
Field
Value
Name
readingList
Description
Manages reading lists
In the Access Mode field, leave the default selection (i.e., External: API is publicly accessible) unchanged so that users outside your organization can access your API.
Click Next.
To allow Choreo to connect to your GitHub account, click Authorize with GitHub.
If you have not already connected your GitHub repository to Choreo, enter your GitHub credentials, and select the private repository you created by forking https://github.com/wso2/choreo-examples/tree/version-1 to install the Choreo GitHub App.
!!! info
The Choreo GitHub App requires the following permissions:- Read and write access to code and pull requests.- Read access to issues and metadata.You can revoke access if you do not want Choreo to have access to your GitHub account. However, write access is only used to send pull requests to a user repository. Choreo will not directly push any changes to a repository.
{.cInlineImage-half}
In the Connect Repository dialog box, enter the following information:
Field
Description
GitHub Account
Your account
GitHub Repository
choreo-examples
Branch
version-1
Build Preset
Click Ballerina because you are creating the REST API from a Ballerina project and Choreo needs to run a Ballerina build to build it.
Path
reading-list-service
Click Create to initialize a REST API with the implementation from your GitHub repository.The REST API opens on a separate page where you can see its overview.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,405,D167
Webhook,Manage webhooks,"Choreo exposes HTTP-based webhooks as APIs. Therefore, you can leverage the API management capabilities of Choreo to manage these APIs. API Management has automatically turned on for HTTP-based webhooks(and other APIs) on Choreo. Converting an unmanaged API to a managed API is a key advantage. Developers can use its capabilities to manage the exposure of APIs to their consumers. Developers can configure the API’s security settings, set rate limits, associate usage plans, provide other documentation, and perform other related functions to govern the API.
h3 -> Lifecycle of the API exposing the webhook
Once you implement a webhook, it needs to be built, tested, and eventually put into production as an API. Choreo executes a CI/CD pipeline that manages the API’s Lifecycle. Choreo by default stores the source code of webhooks in a private Github repository for the user account. Optionally, a user can choose to store the code in a user-managed repository. The CI/CD pipeline in Choreo takes an API through the whole process, starting with code checkout, to compile, build, test, and finally to deployment.{.cInlineImage-threeQuarter}
h3 -> Add documentation to the API exposing the webhook
A well-designed API needs to be well-documented as well. The usability of the API is a deciding factor of its value. Many API developers find documenting an API a tedious task. Choreo makes documentation an easy task for developers by allowing different sources of documentation. Choreo allows you to add documentation to the REST API by specifying a URL, in Markdown format, importing a file, or by simply including inline documentation.
h3 -> Settings
A well-managed API needs to have security policies and access-control policies in place. Setting rate-limiting policies will ensure:Your API is protected from common types of security attacks such as certain types of Denial Of Service (DOS) attacks
Traffic is regulated and the resources are not exhaustedIn addition to providing different usage plans, Choreo also allows you to set different rate-limiting policies against the API or each resource. While the API level rate-limiting will impact the whole API, resource-level rate-limiting gives you the flexibility to change the rate-limiting policy per operation based on the anticipated or analyzed usage.{.cInlineImage-threeQuarter}Choreo uses OAuth2.0 authentication.{.cInlineImage-threeQuarter}
h3 -> Consumers
Consuming the published APIs is made easy with the inbuilt Choreo Developer Portal. Application developers can discover and invoke published APIs using the Choreo Developer Portal. Learn more about the Choreo Developer Portal.
h3 -> Observe your webhook
You can assess the performance of your webhook by observing the success and failure rates of the requests sent to it. The observability view allows you to visualize the performance statistics via interactive graphs.Learn more on how to observe your webhook from here.",https://wso2.com/choreo/docs/develop/components/webhook/,644,D168
Create Your First Integration as an API,Step 4: Observe,"To observe statistics for your micro integrator REST API, click Observe in the left navigation menu. The graphs for throughput and latency will display the request you sent in Step 3: Test.For more information about observing components, see Observability Overview.",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-integration-as-an-api/,50,D169
Define Configurable Variables,Define Configurable Variables - part 1,"A configurable variable allows you to define a parameter for which you specify the value when you deploy the component that includes it.You may want to define a configurable variable in the following scenarios:A Choreo component you create is accessible to all the members of your organization. If a specific variable value contains sensitive information, you can define it as a configurable variable to avoid exposing the value in the component implementation. For example, consider a REST API that returns a password to users whose requests meet specific conditions. In this scenario, you may not want to expose that password to everyone who can access the REST API implementation. You may need to provide different values for a specific variable. For example, each component user may want to provide a unique email address to receive the response.To understand how to define a configurable variable, let's create a REST API that returns a configurable email address to its users as follows:First, let's create the component in which you can add a configurable variable: Sign in to the Choreo Console at https://console.choreo.dev. Under Create a New Component, click REST API to start creating a REST API. In the Create REST API dialog, click Start From Scratch. Next, enter a unique name for the REST API and click Create. !!! Info To learn how to create a REST API with more details, try the . Once the Overview page opens, click Edit Code to open the Web Editor. Now let's define the email address you want to return as a configurable by following these sub-steps: Click the first + icon on the page, and in the Add Constructs pane that appears, click Configurable. {.cInlineImage-threeQuarters} The Configurable pane displays the configurable template. Let's use this template and define the configurable. By default, the data type of the configurable variable is int. To change it to a different type, click int, and click the required type in the list of suggestions. For this guide, click string. To enter a name for the configurable variable, double-click <add-config-name> and enter the required text (e.g., email). By default, the value of the configurable variable is ?. This value specifies that the configurable field should appear",https://wso2.com/choreo/docs/develop/explore-code-editor/define-configurable-variables/,472,D170
Map Data,Map Data - Step 4: Design the REST API with the data mapper,"You can use the data mapper you configured in the REST API implementation.!!! tip
For more information on how to create a REST API, see Create Your First REST APIThe following is a sample REST API implementation that includes the data mapper you configured. It uses a function to derive the sum of the credits a student earned by completing each subject. Then the REST API calculates the total number of credits the student has earned by adding n (i.e., the value provided by the user) to the sum of credits the student earned from the subjects.import ballerina/io;
type Person record {
    int id;
    string firstName;
    string lastName;
    int age;
};
type Courses record {
    record {
        string id;
        string name;
        int credits;
    }[] courses;
};
type Student record {
    int id;
    string fullName;
    string age;
    record {
        string title;
        int credits;
    }[] courses;
    int totalCredits;
};
function transform(Person person, Courses courses) returns Student => {
    totalCredits: getTotalCredits(courses),
    courses: from var coursesItem in courses.courses
        select {
            title: coursesItem.id + "" - "" + coursesItem.name,
            credits: coursesItem.credits
        },
    age: person.age.toBalString(),
    id: person.id,
    fullName: person.firstName + "" "" + person.lastName
};
function getTotalCredits(Courses courses) returns int {
    int total = courses.courses.'map(course => course.credits).reduce(getSum, 0);
    return total;
}
function getSum(int total, int n) returns int
{
    return total + n;
}
public function main() {
    Person person = {
        id: 1001,
        firstName: ""Vinnie"",
        lastName: ""Hickman"",
        age: 15
    };
    Courses courses = {
        courses: [
            {
                id: ""CS6002"",
                name: ""Computation Structures"",
                credits: 4
            },
            {
                id: ""CS6003"",
                name: ""Circuits and Electronics"",
                credits: 3
            },
            {
                id: ""CS6004"",
                name: ""Signals and Systems"",
                credits: 3
            }
        ]
    };
    Student student = transform(person, courses);
    io:println(student);",https://wso2.com/choreo/docs/develop/explore-code-editor/map-data/,924,D171
Deploy a Containerized Choreo Component,Step 3: Manage the deployment,"If you want to view Kubernetes-level insights to carry out a more detailed diagnosis of this Dockerfile-based REST API, click DevOps Portal in the top menu.{.cInlineImage-full}For more information about the information, see DevOps Portal.",https://wso2.com/choreo/docs/deploy/deploy-a-containerized-choreo-component/,58,D172
Create Your First REST API,Step 4: Manage,"Once you have successfully deployed your API and tested it, you can perform the following actions for itManage the lifecycle: You can publish your API to the Developer Portal to make it available for public use, or deploy it as a prototype so that users can try it out and provide feedback for improvement. Once you publish an API, you can deprecate it or block it from being used if required.
Validate subscriptions: You can configure subscription validation to mandate subscriptions.
Add documents: This involves attaching files with information about the API for users.
Select/switch usage plans: You can select a usage plan for your API out of Bronze Silver, Gold, and Unlimited based on the level of traffic that you expect the API to receive. You can change the usage plan when required.
Update API settings.",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-rest-api/,165,D173
Develop Integrations with the Micro Integrator,OpenAPI support,"You can develop an OpenAPI definition to define your REST API allowing customers and developers to understand its functionality.  When you develop a REST API on the Integration Studio and deploy it as a Micro Integrator REST API on Choreo, you can attach the OpenAPI specification to it.When you develop a REST API in the WSO2 Integration Studio, you can add an OpenAPI definition to the project. When you create the component, you can provide a path to the OpenAPI Specification (OAS) file.{.cInlineImage-half}",https://wso2.com/choreo/docs/ipaas/micro-integrator/develop-integrations-with-integration-studio/,114,D174
Scheduled Tasks,Choreo environments,"Choreo provides a development environment and a production environment in two separate Kubernetes clusters by default. Once you have deployed the scheduled task to the development environment and verified whether it functions as expected, you can promote it to the production environment.{.cInlineImage-full}If required, you can change the time interval of the scheduled task before you promote it to the production environment.",https://wso2.com/choreo/docs/develop/components/scheduled-tasks/,81,D175
REST API Proxy,Deploying a REST API Proxy,"The following diagram illustrates the process of deploying an API in Choreo to the default development environment.{.cInlineImage-threeQuarter}Choreo runs a professional, enterprise-grade CI/CD process to deploy APIs to its runtime(data plane) clusters. Under the hood, Choreo's data plane runs on a Kubernetes stack, hence benefits from all its features such as auto-scaling, auto-healing, secret management, liveness, readiness checks, and so on. You are required to manually manage this CI/CD pipeline via the Choreo Console.Once you deploy the REST API to the development environment, it is then exposed through Choreo with API security turned on. Developers get a testable URL for their API which they can use to verify the functionality of the API they implemented.You may set up a separate sandbox environment to test the API proxy before pushing it to production. To deploy the API proxy to both the sandbox environment and the development environment, enter the test environment URL as the sandbox endpoint and the API backend URL as the endpoint.{.cInlineImage-small}",https://wso2.com/choreo/docs/develop/components/api-proxy/,234,D176
Manage Applications,Step 2: Generate keys - Step 2: Generate keys,"Choreo provides an OAuth 2.0 bearer token-based authentication for API access. An API access token/key is a string that is passed as an HTTP header of an API request to authenticate the API access.Once you create an application in Choreo, you can then generate the credentials for it. When you generate the credentials for the first time, Choreo gives you a consumer key and the consumer secret for the application. The consumer key becomes the unique identifier of the application, similar to a user's user name, and is used to authenticate the application or user. You can use this consumer key and consumer secret to generate an API access token by invoking the token endpoint. You can also revoke the access token by invoking the revoke endpoint. For testing purposes, you can generate a test token via the UI. However, we strongly recommend that you do not use the test token in your production environment.This section will walk you through the steps to generate an API access token in Choreo.Let's get started!",https://wso2.com/choreo/docs/consume/manage-application/,211,D177
Choreo Insights API,Scalars,"h3 -> Boolean
The Boolean scalar type represents true or false.
h3 -> Float
The Float scalar type represents signed double-precision fractional values as specified by IEEE 754.
h3 -> ID
The ID scalar type represents a unique identifier, often used to re-fetch an object or as the key for a cache. The ID type appears in a JSON response as a String; however, it is not intended to be human-readable. When expected as an input type, any string (such as ""4"") or integer (such as 4) input value is accepted as an ID.
h3 -> Int
The Int scalar type represents non-fractional signed whole numeric values. Int can represent values between -(2^31) and 2^31 - 1.
h3 -> String
The String scalar type represents textual data, represented as UTF-8 character sequences. The String type is most often used by GraphQL to represent free-form human-readable text.",https://wso2.com/choreo/docs/observe-and-analyze/analyze/choreo-insights-api/,212,D178
Create Your First Integration,Step 4: Observe,"To observe statistics for your micro integrator REST API, click Observe in the left navigation menu. The graphs for throughput and latency will display the request you sent in Step 3: Test.For more information about observing components, see Observability Overview.",https://wso2.com/choreo/docs/ipaas/micro-integrator/create-your-first-integration/,50,D179
REST APIs,Lifecycle of a REST API,"Once you implement a REST API, you should build it, test it, and eventually push it to the production environment. You can apply any of the six API lifecycles states (i.e., Created, Pre-released, Published, Blocked, Deprecated, and Retired) while adhering to their respective lifecycle flows.When you publish an API, you can also publish a connector for that API to make it available on the Choreo Marketplace.",https://wso2.com/choreo/docs/develop/components/rest-api/,97,D180
Configure Enterprise Login,Step 3: Bring your own identity,"Bring your own identity to Choreo by configuring a federated enterprise IdP on Asgardeo to your organization. Now that you have created an organization in Asgardeo with the same name as your Choreo organization in Step 2, Choreo can authenticate users signing in to that organization. Follow the steps below to configure the federated IdP:Sign in to Asgardeo at https://asgardeo.io/signup?utm_source=console.
To configure a federated enterprise identity provider to your Asgardeo organization, follow the steps in Asgardeo documentation - Add Standard-Based Login.
Next, navigate to Develop and select Applications from the left navigation. You will see an application prefixed “WSO2_LOGIN”.
{.cInlineImage-half}
Click on the application and select the Sign-in Method tab. You can observe the connection you configured in step 2 of this section.
{.cInlineImage-half}You are all set! Your users in the enterprise IdP can now log into the Choreo Console using their user credentials.",https://wso2.com/choreo/docs/administer/configure-enterprise-login/,237,D181
Create Your First REST API Proxy,Step 4: Test your REST API Proxy,"In Choreo, you can test your REST API proxy before publishing it for consumers to use it. Choreo provides you with three modes to test your REST API proxy:OpenAPI Console
cURL
PostmanIn this tutorial, let's use the inbuilt OpenAPI Console.In the left navigation menu, click Test.
In the Environment list, select Development.
Choreo uses OAuth 2.0 Therefore, you will notice the security header. Click Get Test Key to generate a new test key for testing purposes.
Let's invoke. Expand the GET resource with the /department/{departmentId} path and click Try it Out.
Enter 1 in the departmentId field and click Execute.
You will see the following response:
 {
  ""id"": ""1"",
  ""name"": ""Finance""
 }",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-rest-api-proxy/,179,D182
GraphQL APIs,Deploy,"The following diagram illustrates the procedure to deploy an API in Choreo to the default development environment.{.cInlineImage-full}Choreo runs a professional, enterprise-grade CI/CD process to deploy APIs to their runtime(data plane) clusters. The data plane of Choreo runs on a Kubernetes stack under the hood. Therefore, you can benefit from its features such as auto-scaling, auto-healing, secret-management, liveness and readiness checks, etc.Once you deploy a GraphQL API to the development environment, it gets exposed through an API Gateway with API security enabled. At this time, Choreo provides a test URL for the API, which you can use to verify the functionality of the API.",https://wso2.com/choreo/docs/develop/components/graphql-api/,157,D183
Create a Policy,Write unit tests,"Writing unit tests to test policy functions is similar to writing unit tests for a regular Ballerina function.Let’s write a unit test for the validateRequestHeader function.import ballerina/http;
import choreo/mediation;
import ballerina/test;
@test:Config {}
public function testRequestHeaderValidationFailure() {
  http:Request req = new;
  http:Response|false|error|() result = validateRequestHeader(createContext(""get"", ""/test""), req, ""testHeader"", ""test"");
  if !(result is http:Response) {
    test:assertFail(""Expected http:Response, found "" + (typeof result).toString());
  }
  test:assertEquals(result.statusCode, http:STATUS_BAD_REQUEST, ""Status code mismatch"");
}
function createContext(string httpMethod, string resPath) returns mediation:Context {
   mediation:ResourcePath originalPath = checkpanic mediation:createImmutableResourcePath(resPath);
   mediation:Context originalCtx =
               mediation:createImmutableMediationContext(httpMethod, originalPath.pathSegments(), {}, {});
   mediation:ResourcePath mutableResPath = checkpanic mediation:createMutableResourcePath(resPath);
   return mediation:createMutableMediationContext(originalCtx, mutableResPath.pathSegments(), {}, {});
}The policy function modifies the same request/response/context instance that you pass to it. Check the request/response/context instance after calling the policy function to verify these changes.",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,374,D184
Create Your First Event-triggered Integration,Step 4: Test,"To test your Event-Triggered Integration, create a GitHub issue with the Bug label in the repository to which you connected the webhook.You will receive a mail similar to the following to the email address you provided in Step 2.{.cInlineImage-half}",https://wso2.com/choreo/docs/ipaas/ballerina/create-your-first-event-triggered-integration/,57,D185
View API Insights,Analyzing statistics - Traffic,"The Traffic page shows information related to the traffic that goes through your API management deployments. This includes API usage, application usage, resource usage, etc. You can use this page to investigate the usage of APIs and applications, traffic patterns, etc.{.cInlineImage-full}You can filter the information displayed in the widgets as follows:",https://wso2.com/choreo/docs/observe-and-analyze/analyze/view-api-insights/,70,D186
Create Your First Integration as an API,Step 5: Publish,"Let's publish the micro integrator REST API to make it available for subscriptions in the Developer Portal.In the left navigation menu, click Manage, and then click Lifecycle.
Click Publish.
The lifecycle status of the API will change to Published.
To view the API in the Developer Portal, click Go to Devportal. The API opens on a separate page in the Developer Portal.Congratulations! You have successfully exposed an integration designed in the WSO2 Integration Studio as a REST API in Choreo and published it!!!! info ""What's next""
For a micro integrator REST API, you can also perform API management actions. For more information about these API Management actions, see API Management.",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-integration-as-an-api/,147,D187
Alerts,Types of alerts - Anomaly alert,"This alert is triggered when average latency exhibits a considerable upward shift compared to what the system observed during the last five minutes for a resource function. Latency spikes and upward latency shifts are considered high latency.Anomaly alerting is disabled by default. An organization administrator needs to enable it.Choreo alerts a user of this anomaly via email. This email includes details to identify the component and the resource function, anomaly time stamp, etc. The email has a link that takes a user to the components' latency graph in the observability view pane. A user can view the latency graph by clicking on the link Check in Portal in the email and thereby perform an RCA for the anomaly.The anomaly detector issues two types of alerts:
The immediate alert as as soon as the anomaly is detected
The aggregated alert in which it aggregates all the anomalies detected in the last 15 minutes. The anomaly detecter sends this following the immediate alert.",https://wso2.com/choreo/docs/alerts/,190,D188
Scheduled Tasks,Observe a scheduled task,"You can assess the performance of your scheduled task by observing the success and failure rates of the requests sent to it. The observability view allows you to visualize the performance statistics via interactive graphs.To learn more about how you can observe your scheduled task, see Observability Overview.",https://wso2.com/choreo/docs/develop/components/scheduled-tasks/,55,D189
Manage Applications,Step 2: Generate keys - Access token for testing,"You can generate an access token for testing using the Choreo UI by following the steps below:Sign in to Choreo Developer Portal at https://devportal.choreo.dev. Alternatively, click the Developer Portal link on the Choreo Console header.
Click Applications.
In the left pane, click OAuth 2.0 Tokens.
Expand the Advanced Configurations section and review the options.
{.cInlineImage-half}
Grant Types: The grant types used to generate the access token.
Public Client: Identify the application as a public client to allow authentication without a client secret. You can use this for applications running on a browser or mobile device.
Application access token expiry time: The access token expiry time (seconds).
Refresh token expiry time: The refresh token expiry time (seconds).
ID token expiry time: ID token expiry time (seconds).
Click Generate Credentials to generate the credentials for the application for the first time. Once you generate the keys, you can find the application's consumer key and consumer secret.
{.cInlineImage-half}
!!! info
You can use the UI to generate a test token using the consumer key and consumer secret for the application, only for test purposes. We strongly recommend NOT using this token in your production environment.
Click :// CURL to copy the cURL command template for generating the access token. You can generate an API access token by adding the consumer key and consumer secret to the URL and invoking the token endpoint.
{.cInlineImage-half}",https://wso2.com/choreo/docs/consume/manage-application/,336,D190
REST APIs,Deploying a REST API,"The following diagram illustrates the procedure to deploy an API in Choreo to the default development environment.{.cInlineImage-small}Choreo runs a professional, enterprise-grade CI/CD process to deploy APIs to their runtime(data plane) clusters. The data plane of Choreo runs on a Kubernetes stack under the hood. Therefore, you can benefit from its features such as auto-scaling, auto-healing, secret-management, liveness and readiness checks, etc.Choreo allows developers to connect their own GitHub repositories containing the source code of their APIs. The CI/CD pipeline in Choreo takes an API through the complete process, starting from code checkout to compiling, building, testing, and finally deploying.Once you deploy a REST API to the development environment, it gets exposed through an API Gateway with API security enabled. At this time, Choreo provides a test URL for the API, which you can use to verify the functionality of the API.",https://wso2.com/choreo/docs/develop/components/rest-api/,207,D191
Define Configurable Variables,Define Configurable Variables - part 2,"as an empty field at deployment. For this guide, let's leave it unchanged. Click Save. The Web Editor displays the added configurable as shown in the image below: {.cInlineImage-half} Now let's update the last return statement to return the configurable variable you added instead of the default greeting. To do this, follow these sub-steps: Click the edit icon on the last return statement (shown in the image below). {.cInlineImage-half} This Return pane opens, displaying the existing return statement. Click name and then click Expressions. Under Arithmetic, click Es + Ex. Double-click add-expression, and enter ""Please email your application to "". Click Es + Ex again, and then click Suggestions. In the list of suggestions, click email. Here, you are selecting the configurable variable that you previously added. Click Save. You have completed editing the REST API configuration. To view the code view of the REST API, click the icon marked in the image below: {.cInlineImage-full} You will see the configurable you added in the code view as configurable string email = ?;. Commit and push the REST API changes you made to GitHub so that they are also available in the Choreo Console. For instructions, see Create Your First REST API - Step 1.5: Commit the REST API to GitHub. Open the browser tab in which you are running the Choreo Console and refresh it. Click Deploy in the left navigation menu for your REST API. To deploy the REST API, click Config & Deploy. The Configure & Deploy pane opens on the left of the page. The email field in this pane is the configurable you added to the REST API implementation. Choreo saves the value you enter here in an Azure key vault. In the email field, enter any email address. Click Deploy. Once Choreo completes the deployment, the Configurables field indicates that the REST API has a configured key. {.cInlineImage-full} If you want to enter a different value for the configurable, you can click on the edit icon in this field and repeat steps 9-10.Now you have tried out adding a basic configurable. Proceed to the subsections to learn how to add configurables with default values and define configurable variables as you develop your",https://wso2.com/choreo/docs/develop/explore-code-editor/define-configurable-variables/,485,D192
Create Your First Integration,Step 5: Publish,"Let's publish the micro integrator REST API to make it available for subscriptions in the Developer Portal.In the left navigation menu, click Manage, and then click Lifecycle.
Click Publish.
The lifecycle status of the API will change to Published.
To view the API in the Developer Portal, click Go to Devportal. The API opens on a separate page in the Developer Portal.Congratulations! You have successfully exposed an integration designed in the WSO2 Integration Studio as a REST API in Choreo and published it!!!! info ""What's next""
For a micro integrator REST API, you can also perform API management actions. For more information about these API Management actions, see API Management.",https://wso2.com/choreo/docs/ipaas/micro-integrator/create-your-first-integration/,147,D193
GraphQL APIs,Choreo environments,"Choreo provides a development environment by default and a production environment in two separate Kubernetes clusters. Once you deploy an API to the development environment and verify its functionality, you can promote the API to the production environment.{.cInlineImage-full}Once you promote an API to production, Choreo provides a second URL that you can use in a production application to invoke the API.",https://wso2.com/choreo/docs/develop/components/graphql-api/,83,D194
Create Your First Webhook,Step 1: Develop - Step 1: Develop,"To create a project, add a Webhook component to it, design the webhook, test it, and then commit it to make it available in the Choreo Console, follow these sub-steps:",https://wso2.com/choreo/docs/get-started/tutorials/create-your-first-webhook/,42,D195
Quick Start Guide,Step 1: Create and publish a REST API - Step 1.2: Deploy the REST API,"For the REST API to be invokable, you need to deploy it. To deploy the REST API, follow the steps given below:Navigate to the Choreo Console. You will be viewing an overview of the readingList REST API.
In the left pane, click Deploy, and then click Configure & Deploy.
!!! info
Automatic deployment is enabled for the REST API by default. You are required to carry out only the first deployment manually. When automatic deployment is enabled, your REST API is automatically deployed every time you push a commit to the GitHub repository in which its implementation resides. You can disable automatic deployment if required.
In the Configure & Deploy pane, click Deploy without entering a sandbox endpoint.
!!! info
In this example, you are testing the REST API only in the Choreo Console and not in a sandbox environment. Therefore, you do not need to enter a sandbox endpoint.
This deploys the API to the development environment.",https://wso2.com/choreo/docs/get-started/quick-start-guide/,199,D196
Create a Policy,Step 2: Implement the policy - Step 2: Implement the policy,"Let's implement a policy to validate an incoming header in the request and the response as follows:Request path: If the request header is not present or if the validation fails, let's log an error and return a 403 Bad Request response to the client.
Response path: Let's log a message to indicate whether the request is valid or not.To implement the policy, open the the Policy.bal file in the Ballerina project and fill in/modify the generated policy stubs(i.e., request, response, or fault). The following are sample implementations for the Request and Response stubs:",https://wso2.com/choreo/docs/develop/api-policies/create-a-policy/,124,D197
